Protein	Gene	ProteinName	EntrezID	ProteinRef	Cal33.HSC6_log2FC	Cal33.HSC6_adj.pvalue	NumBR_Cal33	NumBR_HSC6
P63092	GNAS	GNAS complex locus	2778	P63092	-2.8026437471054	9.33253130186123e-05	3	4
P63165	SUMO1	small ubiquitin like modifier 1	7341	P63165	-1.36104191465792	0.00521571836588213	4	4
P63208	SKP1	S-phase kinase associated protein 1	6500	P63208	-3.06140466130242	0.0301858547289889	1	4
P63218	GNG5	G protein subunit gamma 5	2787	P63218	-Inf	0	0	3
P67809	YBX1	Y-box binding protein 1	4904	P67809	-0.491103764927981	0.157350833590025	4	4
P67870	CSNK2B	casein kinase 2 beta	1460	P67870	0.309348493857995	0.727301309984234	4	4
P68363	TUBA1B	tubulin alpha 1b	10376	P68363	-0.0851261350906591	0.888267372403384	4	4
P68371	TUBB4B	tubulin beta 4B class IVb	10383	P68371	0.988333246037203	0.0804170139873427	3	2
P68402	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	5049	P68402	1.4477726929167	0.0107944371207673	4	3
P69849	NOMO3	NODAL modulator 3	408050	P69849	1.17318845344669	0.0686381893530566	4	2
P78310	CXADR	CXADR Ig-like cell adhesion molecule	1525	P78310	-0.822985795555996	0.0473612119620802	4	4
P78312	FAM193A	family with sequence similarity 193 member A	8603	P78312	-0.0141828662044223	0.975421884671034	4	4
P78316	NOP14	NOP14 nucleolar protein	8602	P78316	-0.720564615836191	0.0546057573626681	4	4
P78332	RBM6	RNA binding motif protein 6	10180	P78332	-1.67369955378345	0.00166329052554572	4	4
P78344	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	1982	P78344	-1.08629584115879	0.00119974731651711	4	4
P78345	RPP38	ribonuclease P/MRP subunit p38	10557	P78345	0.122483311097903	0.714938611437992	4	4
P78346	RPP30	ribonuclease P/MRP subunit p30	10556	P78346	Inf	0	4	0
P78347	GTF2I	general transcription factor IIi	2969	P78347	1.46522845840834	0.00259971482793152	4	4
P78368	CSNK1G2	casein kinase 1 gamma 2	1455	P78368	-0.120946449299307	NA	1	1
P78406	RAE1	ribonucleic acid export 1	8480	P78406	-0.25512306163095	0.752350004696808	4	2
P78423	CX3CL1	C-X3-C motif chemokine ligand 1	6376	P78423	Inf	0	3	0
P78524	DENND2B	DENN domain containing 2B	6764	P78524	1.4523257329906	0.126260469036199	4	2
P78527	PRKDC	protein kinase, DNA-activated, catalytic subunit	5591	P78527	-0.932932585660574	0.0175210808088569	4	4
P78536	ADAM17	ADAM metallopeptidase domain 17	6868	P78536	1.19041128735747	0.0109561899589132	4	3
P78545	ELF3	E74 like ETS transcription factor 3	1999	P78545	1.07447248752878	0.186956242752225	3	2
P78549	NTHL1	nth like DNA glycosylase 1	4913	P78549	0.425933869422147	0.553914583499829	4	4
P80723	BASP1	brain abundant membrane attached signal protein 1	10409	P80723	-1.67493915580584	0.042824557251043	4	4
P81274	GPSM2	G protein signaling modulator 2	29899	P81274	2.3294563964265	0.00201986593939449	4	3
P82094	TMF1	TATA element modulatory factor 1	7110	P82094	-0.479185717463453	0.27857557978888	4	4
P82909	MRPS36	mitochondrial ribosomal protein S36	92259	P82909	0.695015493853965	0.244509009609705	4	3
P82979	SARNP	SAP domain containing ribonucleoprotein	84324	P82979	-0.491993297239501	0.803411869602595	1	2
P83369	LSM11	LSM11, U7 small nuclear RNA associated	134353	P83369	-1.03474558203605	0.00999883649822379	3	4
P83436	COG7	component of oligomeric golgi complex 7	91949	P83436	-1.11106168884654	0.0163067715637681	3	4
P83731	RPL24	ribosomal protein L24	6152	P83731	-0.00526110212146358	0.991779995856773	4	3
P84022	SMAD3	SMAD family member 3	4088	P84022	1.19785483248845	0.0613598210619801	3	4
P84095	RHOG	ras homolog family member G	391	P84095	1.20964921421439	0.00816126332685846	3	4
P84098	RPL19	ribosomal protein L19	6143	P84098	0.138674855530457	0.586940922815288	2	2
P84103	SRSF3	serine and arginine rich splicing factor 3	6428	P84103	-0.728977180274536	0.138979190040247	4	4
P84157	MXRA7	matrix remodeling associated 7	439921	P84157	1.51292953230686	0.00968191770612944	4	3
P85037	FOXK1	forkhead box K1	221937	P85037	-0.0295937278128543	0.924582595623958	4	4
P85299	PRR5	proline rich 5	55615	P85299	Inf	0	4	0
P86452	ZBED6	zinc finger BED-type containing 6	100381270	P86452	1.4821674520631	0.326614389010839	1	3
P86791	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated	51622	P86791	0.821545660628506	0.0262975361619922	4	4
P98172	EFNB1	ephrin B1	1947	P98172	-1.54912030336643	0.000342983326821963	3	4
P98174	FGD1	FYVE, RhoGEF and PH domain containing 1	2245	P98174	Inf	0	3	0
P98175	RBM10	RNA binding motif protein 10	8241	P98175	0.69622911200619	0.0214422007868466	4	4
P98179	RBM3	RNA binding motif protein 3	5935	P98179	0.889470736417693	0.0607477786946758	4	4
P98194	ATP2C1	ATPase secretory pathway Ca2+ transporting 1	27032	P98194	1.00120210888137	0.0883435743053498	2	4
Q00059	TFAM	transcription factor A, mitochondrial	7019	Q00059	0.746374628612925	0.0614844463934751	3	4
Q00341	HDLBP	high density lipoprotein binding protein	3069	Q00341	0.990710621295178	0.0493603531201318	4	4
Q00536	CDK16	cyclin dependent kinase 16	5127	Q00536	2.22302268023391	0.00142755424144651	4	4
Q00537	CDK17	cyclin dependent kinase 17	5128	Q00537	-0.053664471246848	0.947332718556398	3	4
Q00587	CDC42EP1	CDC42 effector protein 1	11135	Q00587	2.12128670089322	0.000267064040471996	4	4
Q00610	CLTC	clathrin heavy chain	1213	Q00610	-0.323096496434903	0.182345425881362	4	4
Q00613	HSF1	heat shock transcription factor 1	3297	Q00613	-2.450874741214	0.000326374474703182	4	4
Q00688	FKBP3	FKBP prolyl isomerase 3	2287	Q00688	-0.0402333408406737	0.918318606108649	3	4
Q00839	HNRNPU	heterogeneous nuclear ribonucleoprotein U	3192	Q00839	-0.345357302095319	0.122123246429198	4	4
Q00987	MDM2	MDM2 proto-oncogene	4193	Q00987	-Inf	0	0	4
Q01082	SPTBN1	spectrin beta, non-erythrocytic 1	6711	Q01082	-1.42570052777475	0.000763129390009215	4	4
Q01105	SET	SET nuclear proto-oncogene	6418	Q01105	-1.14629545237479	0.0613598210619801	3	4
Q01130	SRSF2	serine and arginine rich splicing factor 2	6427	Q01130	0.577710626366875	0.205397342171219	4	4
Q01167	FOXK2	forkhead box K2	3607	Q01167	-0.0995800728123059	0.581061462157404	4	4
Q01196	RUNX1	RUNX family transcription factor 1	861	Q01196	-0.528774004169376	0.0034016380504875	4	4
Q01433	AMPD2	adenosine monophosphate deaminase 2	271	Q01433	1.24309281644866	0.0181097496026792	4	4
Q01518	CAP1	cyclase associated actin cytoskeleton regulatory protein 1	10487	Q01518	-0.317678400355019	0.333124057285278	4	4
Q01581	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	3157	Q01581	3.50087569361054	0.000394469788128081	4	4
Q01650	SLC7A5	solute carrier family 7 member 5	8140	Q01650	0.0329116845291243	0.937005738530165	4	4
Q01664	TFAP4	transcription factor AP-4	7023	Q01664	-0.18936583296129	0.437631820299242	4	4
Q01804	OTUD4	OTU deubiquitinase 4	54726	Q01804	-0.457954856836612	0.059388639357419	4	4
Q01813	PFKP	phosphofructokinase, platelet	5214	Q01813	1.44704691611107	0.147934074901423	4	1
Q01831	XPC	XPC complex subunit, DNA damage recognition and repair factor	7508	Q01831	-1.3892238382373	0.00600189404031168	4	4
Q01954	BNC1	basonuclin 1	646	Q01954	-3.09878785677816	0.0211276559896232	4	4
Q02040	AKAP17A	A-kinase anchoring protein 17A	8227	Q02040	-2.12631645858295	0.00202015076905052	4	4
Q02078	MEF2A	myocyte enhancer factor 2A	4205	Q02078	0.020900490935763	0.962447551430715	4	4
Q02086	SP2	Sp2 transcription factor	6668	Q02086	0.260073580381425	0.752350004696808	1	4
Q02094	RHAG	Rh associated glycoprotein	6005	Q02094	-0.399315852770339	0.727751048095551	2	2
Q02108	GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	2982	Q02108	Inf	0	3	0
Q02224	CENPE	centromere protein E	1062	Q02224	-0.511549273297237	0.0323967899391935	4	4
Q02241	KIF23	kinesin family member 23	9493	Q02241	-0.535468772542139	0.0163067715637681	4	4
Q02297	NRG1	neuregulin 1	3084	Q02297	2.98431018985425	0.00386352818677146	4	3
Q02446	SP4	Sp4 transcription factor	6671	Q02446	-0.599700595021277	0.361751032592472	4	4
Q02543	RPL18A	ribosomal protein L18a	6142	Q02543	1.51716986450046	0.0223950106420947	4	4
Q02790	FKBP4	FKBP prolyl isomerase 4	2288	Q02790	0.147017080560989	0.918318606108649	3	1
Q02880	TOP2B	DNA topoisomerase II beta	7155	Q02880	-0.336843380592919	0.0231722522404293	4	4
Q02952	AKAP12	A-kinase anchoring protein 12	9590	Q02952	-4.36402500883637	0.00036609396635594	3	4
Q02978	SLC25A11	solute carrier family 25 member 11	8402	Q02978	-0.645849032212971	0.336874847603111	3	4
Q03001	DST	dystonin	667	Q03001	-1.42431949952959	0.0506155473861914	2	4
Q03111	MLLT1	MLLT1 super elongation complex subunit	4298	Q03111	-0.355667378410795	0.35693758577136	4	4
Q03112	MECOM	MDS1 and EVI1 complex locus	2122	Q03112	1.69645479061468	0.0228066968719372	4	4
Q03135	CAV1	caveolin 1	857	Q03135	0.481108354782165	0.148043885233529	4	4
Q03164	KMT2A	lysine methyltransferase 2A	4297	Q03164	-0.0782306697343623	0.613187263687599	4	4
Q03181	PPARD	peroxisome proliferator activated receptor delta	5467	Q03181	-Inf	0	0	4
Q03188	CENPC	centromere protein C	1060	Q03188	-0.531945791185088	0.0443793283966766	4	4
Q03252	LMNB2	lamin B2	84823	Q03252	-1.07678715598155	0.00243569715754037	4	4
Q03393	PTS	6-pyruvoyltetrahydropterin synthase	5805	Q03393	1.87210212231032	0.00527101427192188	4	4
Q03431	PTH1R	parathyroid hormone 1 receptor	5745	Q03431	-3.39735625925095	0.00373724252806683	3	3
Q03468	ERCC6	ERCC excision repair 6, chromatin remodeling factor	2074	Q03468	-1.45053070546277	0.00414211172473707	4	4
Q03701	CEBPZ	CCAAT enhancer binding protein zeta	10153	Q03701	-0.512228121228743	0.684863531233454	4	4
Q04323	UBXN1	UBX domain protein 1	51035	Q04323	-0.667366398131515	0.0495998562175509	4	4
Q04637	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	1981	Q04637	-0.0546651541312711	0.739983110977858	4	4
Q04721	NOTCH2	notch receptor 2	4853	Q04721	-1.22789067394653	0.0494747232457531	1	4
Q04724	TLE1	TLE family member 1, transcriptional corepressor	7088	Q04724	-3.41961251306182	0.000326374474703182	4	4
Q04726	TLE3	TLE family member 3, transcriptional corepressor	7090	Q04726	-0.498434058437656	0.0424454642885839	4	4
Q04727	TLE4	TLE family member 4, transcriptional corepressor	7091	Q04727	-2.07349227230227	0.000982361902880817	3	4
Q04941	PLP2	proteolipid protein 2	5355	Q04941	1.0707232245644	0.275492451101281	3	2
Q05193	DNM1	dynamin 1	1759	Q05193	3.09867500437969	0.00809006905530307	4	1
Q05209	PTPN12	protein tyrosine phosphatase non-receptor type 12	5782	Q05209	Inf	0	4	0
Q05397	PTK2	protein tyrosine kinase 2	5747	Q05397	0.702795724386647	0.00845971256543808	4	4
Q05519	SRSF11	serine and arginine rich splicing factor 11	9295	Q05519	-1.50284700871452	0.00177100127408559	4	4
Q05655	PRKCD	protein kinase C delta	5580	Q05655	1.86819625595023	0.00420719083915078	4	4
Q05682	CALD1	caldesmon 1	800	Q05682	-1.19108955852018	0.0460584311333789	4	4
Q05D32	CTDSPL2	CTD small phosphatase like 2	51496	Q05D32	-0.588480876203818	0.0956553572037792	4	4
Q06210	GFPT1	glutamine--fructose-6-phosphate transaminase 1	2673	Q06210	0.139352143598981	0.705653668954499	4	4
Q06587	RING1	ring finger protein 1	6015	Q06587	-0.739681357457828	0.389352192760543	4	4
Q07002	CDK18	cyclin dependent kinase 18	5129	Q07002	2.86646189076747	0.00166329052554572	4	4
Q07020	RPL18	ribosomal protein L18	6141	Q07020	-0.567302696202615	0.132706023017725	4	4
Q07065	CKAP4	cytoskeleton associated protein 4	10970	Q07065	-2.14661439792392	0.00434329605732815	4	4
Q07157	TJP1	tight junction protein 1	7082	Q07157	-1.25910775851116	0.00028359537854137	4	4
Q07352	ZFP36L1	ZFP36 ring finger protein like 1	677	Q07352	0.0455899703292176	0.933649859345422	4	4
Q07617	SPAG1	sperm associated antigen 1	6674	Q07617	-1.36833183187695	0.0323581740378455	4	4
Q07666	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	10657	Q07666	-0.356923740474459	0.0937539290724072	4	4
Q07866	KLC1	kinesin light chain 1	3831	Q07866	0.948705982197614	0.0704996966194212	4	4
Q07889	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	6654	Q07889	1.92098934552262	0.0274436093576965	3	2
Q07955	SRSF1	serine and arginine rich splicing factor 1	6426	Q07955	-0.687169254698196	0.0286686162499056	4	4
Q07960	ARHGAP1	Rho GTPase activating protein 1	392	Q07960	0.678109394813564	0.169687462680989	3	4
Q08050	FOXM1	forkhead box M1	2305	Q08050	-0.158247463543901	0.790060366979818	4	4
Q08170	SRSF4	serine and arginine rich splicing factor 4	6429	Q08170	-2.6287211565242	0.000518969631714818	4	4
Q08174	PCDH1	protocadherin 1	5097	Q08174	-1.15924586509403	0.00768917173144278	4	4
Q08211	DHX9	DExH-box helicase 9	1660	Q08211	0.191976895615689	0.635116605774206	4	4
Q08357	SLC20A2	solute carrier family 20 member 2	6575	Q08357	-0.271497446333401	0.579164228327645	4	4
Q08379	GOLGA2	golgin A2	2801	Q08379	-0.167424610378977	0.739598771380152	3	4
Q08495	DMTN	dematin actin binding protein	2039	Q08495	Inf	0	3	0
Q08945	SSRP1	structure specific recognition protein 1	6749	Q08945	-0.436186549841055	0.111180585865258	4	4
Q08999	RBL2	RB transcriptional corepressor like 2	5934	Q08999	0.206974774864091	0.621679022341467	4	4
Q08AD1	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	23271	Q08AD1	0.776492211635401	0.0395360984737335	4	4
Q08AE8	SPIRE1	spire type actin nucleation factor 1	56907	Q08AE8	0.710188482737006	0.252160408595909	4	4
Q08J23	NSUN2	NOP2/Sun RNA methyltransferase 2	54888	Q08J23	-0.548157685100468	0.0334900318235648	4	4
Q09019	DMWD	DM1 locus, WD repeat containing	1762	Q09019	-0.957916927130443	0.318454491905477	4	1
Q09161	NCBP1	nuclear cap binding protein subunit 1	4686	Q09161	3.3386947654594	0.000551593431267729	4	4
Q09327	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	4248	Q09327	-0.642064677038545	0.209663705395573	4	4
Q09428	ABCC8	ATP binding cassette subfamily C member 8	6833	Q09428	0.304481611291581	0.583123513837381	3	1
Q09472	EP300	E1A binding protein p300	2033	Q09472	-0.347962492478508	0.195245152778179	4	4
Q09666	AHNAK	AHNAK nucleoprotein	79026	Q09666	-0.833470249323575	0.000658657429536699	4	4
Q0JRZ9	FCHO2	FCH and mu domain containing endocytic adaptor 2	115548	Q0JRZ9	0.6401945026468	0.344936240196642	4	4
Q0VG06	FAAP100	FA core complex associated protein 100	80233	Q0VG06	Inf	0	2	0
Q10570	CPSF1	cleavage and polyadenylation specific factor 1	29894	Q10570	-0.331718065612125	0.20996297072912	4	4
Q10586	DBP	D-box binding PAR bZIP transcription factor	1628	Q10586	-1.572463675994	0.0108326630258816	4	4
Q10587	TEF	TEF transcription factor, PAR bZIP family member	7008	Q10587	-0.176468017662065	0.522085022390811	2	4
Q12767	TMEM94	transmembrane protein 94	9772	Q12767	-0.80452215995266	0.0239827221405928	4	3
Q12769	NUP160	nucleoporin 160	23279	Q12769	-0.20383271332025	0.787203391026729	4	4
Q12770	SCAP	SREBF chaperone	22937	Q12770	-0.656540485865412	0.0290185080092697	3	4
Q12774	ARHGEF5	Rho guanine nucleotide exchange factor 5	7984	Q12774	0.415062282533828	0.221752982023294	4	4
Q12789	GTF3C1	general transcription factor IIIC subunit 1	2975	Q12789	-1.30865423461073	0.0115996093133759	4	4
Q12791	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	3778	Q12791	-Inf	0	0	2
Q12792	TWF1	twinfilin actin binding protein 1	5756	Q12792	0.317573701118508	0.60910398521008	4	3
Q12797	ASPH	aspartate beta-hydroxylase	444	Q12797	-0.963080915095846	0.101309916433791	4	4
Q12802	AKAP13	A-kinase anchoring protein 13	11214	Q12802	0.692372507454689	0.0302675009331314	4	4
Q12815	TROAP	trophinin associated protein	10024	Q12815	-1.13834668539364	0.0843152854964982	3	4
Q12830	BPTF	bromodomain PHD finger transcription factor	2186	Q12830	0.188581954103748	0.317934830599299	4	4
Q12834	CDC20	cell division cycle 20	991	Q12834	0.0707562712218949	0.726424436395999	4	4
Q12846	STX4	syntaxin 4	6810	Q12846	-2.20816631077285	0.00482015795350607	4	4
Q12849	GRSF1	G-rich RNA sequence binding factor 1	2926	Q12849	-Inf	0	0	4
Q12857	NFIA	nuclear factor I A	4774	Q12857	0.898954696090662	0.0376741851701573	4	4
Q12872	SFSWAP	splicing factor SWAP	6433	Q12872	-0.074965573725547	0.399384652875784	4	4
Q12873	CHD3	chromodomain helicase DNA binding protein 3	1107	Q12873	-0.79036469950503	0.00166329052554572	4	4
Q12874	SF3A3	splicing factor 3a subunit 3	10946	Q12874	0.102618234609031	0.793802457465528	3	4
Q12882	DPYD	dihydropyrimidine dehydrogenase	1806	Q12882	-Inf	0	0	4
Q12888	TP53BP1	tumor protein p53 binding protein 1	7158	Q12888	-0.0026391433927756	0.979254843029015	4	4
Q12893	TMEM115	transmembrane protein 115	11070	Q12893	1.44184008583344	0.106432634761605	1	3
Q12905	ILF2	interleukin enhancer binding factor 2	3608	Q12905	0.266572337832776	0.15989652585734	4	4
Q12906	ILF3	interleukin enhancer binding factor 3	3609	Q12906	-0.90387968270036	0.00109507958681744	4	4
Q12923	PTPN13	protein tyrosine phosphatase non-receptor type 13	5783	Q12923	-0.077045699976158	0.772944722828924	4	4
Q12929	EPS8	epidermal growth factor receptor pathway substrate 8	2059	Q12929	-0.893556474616363	0.0049323139130526	4	4
Q12933	TRAF2	TNF receptor associated factor 2	7186	Q12933	3.10518960768031	0.0580071765561772	4	4
Q12948	FOXC1	forkhead box C1	2296	Q12948	-Inf	0	0	4
Q12955	ANK3	ankyrin 3	288	Q12955	3.34803024919343	0.000229340222273677	4	4
Q12959	DLG1	discs large MAGUK scaffold protein 1	1739	Q12959	0.948535838512969	0.00652889277864888	4	4
Q12972	PPP1R8	protein phosphatase 1 regulatory subunit 8	5511	Q12972	-0.32229375945367	0.507899409203541	3	4
Q12986	NFX1	nuclear transcription factor, X-box binding 1	4799	Q12986	-0.031599420727658	0.961151097319314	4	4
Q12996	CSTF3	cleavage stimulation factor subunit 3	1479	Q12996	-0.00763064081990847	0.988962740247013	4	4
Q13009	TIAM1	TIAM Rac1 associated GEF 1	7074	Q13009	0.034146512404114	0.891561779284869	4	4
Q13017	ARHGAP5	Rho GTPase activating protein 5	394	Q13017	0.200938212024244	0.129439313286448	4	4
Q13029	PRDM2	PR/SET domain 2	7799	Q13029	-0.556635354707613	0.0126241846481798	4	4
Q13033	STRN3	striatin 3	29966	Q13033	0.299439649450311	0.108615085711955	4	4
Q13045	FLII	FLII actin remodeling protein	2314	Q13045	-0.201125474714008	0.45854424037406	4	4
Q13049	TRIM32	tripartite motif containing 32	22954	Q13049	-0.453958935165396	0.649054796810316	1	4
Q13085	ACACA	acetyl-CoA carboxylase alpha	31	Q13085	2.50890976618011	0.000855026172860818	4	4
Q13098	GPS1	G protein pathway suppressor 1	2873	Q13098	-1.30226561408702	0.029495607507142	4	4
Q13105	ZBTB17	zinc finger and BTB domain containing 17	7709	Q13105	0.760788222246085	0.0455575519402123	4	4
Q13111	CHAF1A	chromatin assembly factor 1 subunit A	10036	Q13111	-0.000751491680990108	0.995889838561159	4	4
Q13112	CHAF1B	chromatin assembly factor 1 subunit B	8208	Q13112	-0.947542579517864	0.0232537827875374	4	4
Q13123	IK	IK cytokine	3550	Q13123	-0.0555467832568391	0.923425407468031	1	3
Q13127	REST	RE1 silencing transcription factor	5978	Q13127	-0.132343001598811	0.855761865732499	2	3
Q13129	RLF	RLF zinc finger	6018	Q13129	0.640611162803865	0.0984174919791594	4	4
Q13131	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	5562	Q13131	0.409599846552037	0.123930861701533	4	4
Q13136	PPFIA1	PTPRF interacting protein alpha 1	8500	Q13136	0.0631090941047996	0.778007334772255	4	4
Q13137	CALCOCO2	calcium binding and coiled-coil domain 2	10241	Q13137	0.110981939265489	0.901460046172961	2	2
Q13148	TARDBP	TAR DNA binding protein	23435	Q13148	1.6075743394709	0.0452485323800046	4	2
Q13151	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	10949	Q13151	-Inf	0	0	3
Q13153	PAK1	p21 (RAC1) activated kinase 1	5058	Q13153	2.76623721945145	0.00207791440373085	4	2
Q13158	FADD	Fas associated via death domain	8772	Q13158	-1.28785250355816	0.0614688771877519	4	4
Q13177	PAK2	p21 (RAC1) activated kinase 2	5062	Q13177	1.98068317117647	0.000731171410948968	4	4
