Protein	Gene	ProteinName	EntrezID	ProteinRef	Comparison	log2FC	pvalue	adj.pvalue	imputed	iLog2FC	iPvalue	Cal33	HSC6	CMA	Species
P43146	DCC	DCC netrin 1 receptor	1630	P43146	Cal33-HSC6	-0.233226515303697	0.39706929078766	0.498332133176156	no	-0.233226515303697	0.498332133176156	4	4	HSC6	human
P43243	MATR3	matrin 3	9782	P43243	Cal33-HSC6	-0.862501345959618	0.0012022922314483	0.00677539551315289	no	-0.862501345959618	0.00677539551315289	4	4	HSC6	human
P43307	SSR1	signal sequence receptor subunit 1	6745	P43307	Cal33-HSC6	-0.310411394616595	0.535210643102221	0.628823131969547	no	-0.310411394616595	0.628823131969547	4	4	HSC6	human
P43351	RAD52	RAD52 homolog, DNA repair protein	5893	P43351	Cal33-HSC6	-Inf	NA	0	yes	-7.1228577192878	0.0287063	0	4	HSC6	human
P43378	PTPN9	protein tyrosine phosphatase non-receptor type 9	5780	P43378	Cal33-HSC6	-Inf	NA	0	yes	-3.74999368900403	0.044111	0	3	HSC6	human
P43487	RANBP1	RAN binding protein 1	5902	P43487	Cal33-HSC6	-0.327644139832582	0.345089575306332	0.445565777686683	no	-0.327644139832582	0.445565777686683	4	4	HSC6	human
P43686	PSMC4	proteasome 26S subunit, ATPase 4	5704	P43686	Cal33-HSC6	-0.225020338038157	0.549987083524257	0.640746020468801	no	-0.225020338038157	0.640746020468801	2	4	HSC6	human
P45880	VDAC2	voltage dependent anion channel 2	7417	P45880	Cal33-HSC6	0.767578583697986	0.00164431334940907	0.00836340847367167	no	0.767578583697986	0.00836340847367167	4	4	Cal33	human
P45973	CBX5	chromobox 5	23468	P45973	Cal33-HSC6	-2.87014804258192	0.000130094353275823	0.00166329052554572	no	-2.87014804258192	0.00166329052554572	4	4	HSC6	human
P46013	MKI67	marker of proliferation Ki-67	4288	P46013	Cal33-HSC6	0.413256647324385	0.0011992190847141	0.00677005951370512	no	0.413256647324385	0.00677005951370512	4	4	Cal33	human
P46019	PHKA2	phosphorylase kinase regulatory subunit alpha 2	5256	P46019	Cal33-HSC6	0.883898539162704	0.00156616066345117	0.00816126332685846	no	0.883898539162704	0.00816126332685846	4	4	Cal33	human
P46060	RANGAP1	Ran GTPase activating protein 1	5905	P46060	Cal33-HSC6	-0.394091257525146	0.338574269625681	0.439112209567483	no	-0.394091257525146	0.439112209567483	4	4	HSC6	human
P46063	RECQL	RecQ like helicase	5965	P46063	Cal33-HSC6	-1.47908604112309	0.260495038750244	0.355972619476729	no	-1.47908604112309	0.355972619476729	2	2	HSC6	human
P46087	NOP2	NOP2 nucleolar protein	4839	P46087	Cal33-HSC6	-0.733059687752869	0.0318919521477139	0.0702240495424074	no	-0.733059687752869	0.0702240495424074	4	4	HSC6	human
P46100	ATRX	ATRX chromatin remodeler	546	P46100	Cal33-HSC6	-0.48826625382943	0.00209413183389362	0.00983438902524673	no	-0.48826625382943	0.00983438902524673	4	4	HSC6	human
P46108	CRK	CRK proto-oncogene, adaptor protein	1398	P46108	Cal33-HSC6	0.333725023924373	0.137361148056798	0.215553423071881	no	0.333725023924373	0.215553423071881	3	4	Cal33	human
P46109	CRKL	CRK like proto-oncogene, adaptor protein	1399	P46109	Cal33-HSC6	-1.25692196847352	0.0334120043715145	0.0726665450265725	no	-1.25692196847352	0.0726665450265725	1	3	HSC6	human
P46379	BAG6	BAG cochaperone 6	7917	P46379	Cal33-HSC6	-0.323594105960058	0.184849498488914	0.271978190013263	no	-0.323594105960058	0.271978190013263	4	4	HSC6	human
P46695	IER3	immediate early response 3	8870	P46695	Cal33-HSC6	0.292165046724754	0.658806075380416	0.735903627802005	no	0.292165046724754	0.735903627802005	4	4	Cal33	human
P46779	RPL28	ribosomal protein L28	6158	P46779	Cal33-HSC6	-0.666153825029941	0.0942395419590158	0.161148604509939	no	-0.666153825029941	0.161148604509939	4	4	HSC6	human
P46781	RPS9	ribosomal protein S9	6203	P46781	Cal33-HSC6	0.447394701254111	0.243973112287306	0.338922508517793	no	0.447394701254111	0.338922508517793	4	4	Cal33	human
P46782	RPS5	ribosomal protein S5	6193	P46782	Cal33-HSC6	0.693746155085083	0.0377945687073966	0.0796939779896363	no	0.693746155085083	0.0796939779896363	3	4	Cal33	human
P46783	RPS10	ribosomal protein S10	6204	P46783	Cal33-HSC6	0.4067918901242	0.383585574523937	0.485042283274112	no	0.4067918901242	0.485042283274112	3	4	Cal33	human
P46821	MAP1B	microtubule associated protein 1B	4131	P46821	Cal33-HSC6	-0.968998181518995	7.22092993123979e-05	0.00119747088026393	no	-0.968998181518995	0.00119747088026393	4	4	HSC6	human
P46934	NEDD4	NEDD4 E3 ubiquitin protein ligase	4734	P46934	Cal33-HSC6	0.492218800280115	0.299956489774925	0.398274171577715	no	0.492218800280115	0.398274171577715	2	4	Cal33	human
P46937	YAP1	Yes1 associated transcriptional regulator	10413	P46937	Cal33-HSC6	-0.291701863620982	0.0580212498409116	0.111557765394603	no	-0.291701863620982	0.111557765394603	4	4	HSC6	human
P46939	UTRN	utrophin	7402	P46939	Cal33-HSC6	0.146082327018308	0.6949866021584	0.766748905499773	no	0.146082327018308	0.766748905499773	4	4	Cal33	human
P46940	IQGAP1	IQ motif containing GTPase activating protein 1	8826	P46940	Cal33-HSC6	-0.463916678246331	0.175520915853304	0.261026901483849	no	-0.463916678246331	0.261026901483849	3	4	HSC6	human
P47712	PLA2G4A	phospholipase A2 group IVA	5321	P47712	Cal33-HSC6	Inf	NA	0	yes	8.11007566317593	0.0407364	4	0	Cal33	human
P47736	RAP1GAP	RAP1 GTPase activating protein	5909	P47736	Cal33-HSC6	0.923583903217483	0.0701943625552854	0.128300143729064	no	0.923583903217483	0.128300143729064	3	4	Cal33	human
P47755	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2	830	P47755	Cal33-HSC6	-0.82029081176765	0.215806347878646	0.308267120522928	no	-0.82029081176765	0.308267120522928	3	3	HSC6	human
P47756	CAPZB	capping actin protein of muscle Z-line subunit beta	832	P47756	Cal33-HSC6	-Inf	NA	0	yes	-1.8767783340151	0.0180142	0	2	HSC6	human
P47897	QARS1	glutaminyl-tRNA synthetase 1	5859	P47897	Cal33-HSC6	-Inf	NA	0	yes	-2.45662194649075	0.0354807	0	2	HSC6	human
P47914	RPL29	ribosomal protein L29	6159	P47914	Cal33-HSC6	0.108378273013352	0.882450104819668	0.919411365754523	no	0.108378273013352	0.919411365754523	1	4	Cal33	human
P47974	ZFP36L2	ZFP36 ring finger protein like 2	678	P47974	Cal33-HSC6	1.10603429669691	0.00103782329383995	0.00613066673021593	no	1.10603429669691	0.00613066673021593	4	4	Cal33	human
P48029	SLC6A8	solute carrier family 6 member 8	6535	P48029	Cal33-HSC6	Inf	NA	0	yes	4.82044390376985	0.0418672	3	0	Cal33	human
P48431	SOX2	SRY-box transcription factor 2	6657	P48431	Cal33-HSC6	-0.182207860453639	0.37905740650931	0.480461298696514	no	-0.182207860453639	0.480461298696514	4	4	HSC6	human
P48552	NRIP1	nuclear receptor interacting protein 1	8204	P48552	Cal33-HSC6	0.160206286129339	0.685416309436451	0.758555971235891	no	0.160206286129339	0.758555971235891	3	1	Cal33	human
P48553	TRAPPC10	trafficking protein particle complex 10	7109	P48553	Cal33-HSC6	1.2714771934231	0.160046396195901	0.243007975912136	no	1.2714771934231	0.243007975912136	2	2	Cal33	human
P48634	PRRC2A	proline rich coiled-coil 2A	7916	P48634	Cal33-HSC6	-1.65437232626253	2.18473402036068e-07	9.33253130186123e-05	no	-1.65437232626253	9.33253130186123e-05	4	4	HSC6	human
P48637	GSS	glutathione synthetase	2937	P48637	Cal33-HSC6	0.45827522225858	0.254767270424098	0.349495471361624	no	0.45827522225858	0.349495471361624	4	4	Cal33	human
P48651	PTDSS1	phosphatidylserine synthase 1	9791	P48651	Cal33-HSC6	0.0369450914999083	0.887520826611257	0.922581231449638	no	0.0369450914999083	0.922581231449638	4	4	Cal33	human
P48729	CSNK1A1	casein kinase 1 alpha 1	1452	P48729	Cal33-HSC6	-3.36517781836866	4.86324913762104e-06	0.00028359537854137	no	-3.36517781836866	0.00028359537854137	4	4	HSC6	human
P48730	CSNK1D	casein kinase 1 delta	1453	P48730	Cal33-HSC6	-1.06156662465032	7.59039669062656e-05	0.00123937554169	no	-1.06156662465032	0.00123937554169	4	4	HSC6	human
P48739	PITPNB	phosphatidylinositol transfer protein beta	23760	P48739	Cal33-HSC6	-1.48759608438937	0.019562680409376	0.0483974937245169	no	-1.48759608438937	0.0483974937245169	3	2	HSC6	human
P48960	ADGRE5	adhesion G protein-coupled receptor E5	976	P48960	Cal33-HSC6	-0.28412387697984	0.586504160958154	0.673432833931036	no	-0.28412387697984	0.673432833931036	4	1	HSC6	human
P49006	MARCKSL1	MARCKS like 1	65108	P49006	Cal33-HSC6	1.02717968971285	0.00148275973959988	0.00789482777740138	no	1.02717968971285	0.00789482777740138	4	4	Cal33	human
P49023	PXN	paxillin	5829	P49023	Cal33-HSC6	-0.385279987963853	0.161342157408917	0.244509009609705	no	-0.385279987963853	0.244509009609705	4	4	HSC6	human
P49116	NR2C2	nuclear receptor subfamily 2 group C member 2	7182	P49116	Cal33-HSC6	-0.237814585268101	0.201476875095353	0.291459504908498	no	-0.237814585268101	0.291459504908498	4	4	HSC6	human
P49207	RPL34	ribosomal protein L34	6164	P49207	Cal33-HSC6	0.0833568103038368	0.750151909482063	0.811030111983324	no	0.0833568103038368	0.811030111983324	4	4	Cal33	human
P49321	NASP	nuclear autoantigenic sperm protein	4678	P49321	Cal33-HSC6	0.235045175738443	0.604479320930528	0.690585632523431	no	0.235045175738443	0.690585632523431	3	4	Cal33	human
P49327	FASN	fatty acid synthase	2194	P49327	Cal33-HSC6	1.59334267677673	0.00158252587227703	0.00817980905410724	no	1.59334267677673	0.00817980905410724	4	4	Cal33	human
P49354	FNTA	farnesyltransferase, CAAX box, alpha	2339	P49354	Cal33-HSC6	-1.35578102268218	0.00699001017409762	0.0227335979513042	no	-1.35578102268218	0.0227335979513042	3	3	HSC6	human
P49356	FNTB	farnesyltransferase, CAAX box, beta	2342	P49356	Cal33-HSC6	0.731977998659739	0.0412866778547869	0.085472550253343	no	0.731977998659739	0.085472550253343	4	4	Cal33	human
P49450	CENPA	centromere protein A	1058	P49450	Cal33-HSC6	-1.65307739180767	0.000127083883507018	0.00166329052554572	no	-1.65307739180767	0.00166329052554572	4	4	HSC6	human
P49454	CENPF	centromere protein F	1063	P49454	Cal33-HSC6	0.669972351950947	0.00899622220106067	0.0270171234028913	no	0.669972351950947	0.0270171234028913	4	4	Cal33	human
P49585	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	5130	P49585	Cal33-HSC6	1.15146347306953	2.95934096818939e-05	0.000724810895593464	no	1.15146347306953	0.000724810895593464	4	4	Cal33	human
P49589	CARS1	cysteinyl-tRNA synthetase 1	833	P49589	Cal33-HSC6	0.51833973923499	0.752779708888509	0.813042942028837	no	0.51833973923499	0.813042942028837	2	1	Cal33	human
P49590	HARS2	histidyl-tRNA synthetase 2, mitochondrial	23438	P49590	Cal33-HSC6	-0.68012873095258	0.000156767209447572	0.00184065259376348	no	-0.68012873095258	0.00184065259376348	4	4	HSC6	human
P49674	CSNK1E	casein kinase 1 epsilon	1454	P49674	Cal33-HSC6	-0.409368743988918	0.164189850115894	0.247880741000002	no	-0.409368743988918	0.247880741000002	4	4	HSC6	human
P49711	CTCF	CCCTC-binding factor	10664	P49711	Cal33-HSC6	-0.345840979467597	0.355116930688212	0.456292295121577	no	-0.345840979467597	0.456292295121577	4	4	HSC6	human
P49715	CEBPA	CCAAT enhancer binding protein alpha	1050	P49715	Cal33-HSC6	-Inf	NA	0	yes	-2.6908316308988	0.0335074	0	2	HSC6	human
P49716	CEBPD	CCAAT enhancer binding protein delta	1052	P49716	Cal33-HSC6	0.253475614369167	0.641434570603077	0.721925653163731	no	0.253475614369167	0.721925653163731	4	4	Cal33	human
P49736	MCM2	minichromosome maintenance complex component 2	4171	P49736	Cal33-HSC6	-0.719626992520934	9.14595183507672e-05	0.00137497688071282	no	-0.719626992520934	0.00137497688071282	4	4	HSC6	human
P49750	YLPM1	YLP motif containing 1	56252	P49750	Cal33-HSC6	-1.00519084473344	0.0582676510236482	0.111828933610184	no	-1.00519084473344	0.111828933610184	4	4	HSC6	human
P49756	RBM25	RNA binding motif protein 25	58517	P49756	Cal33-HSC6	-1.42607004162534	0.000261568891575248	0.0024975382833478	no	-1.42607004162534	0.0024975382833478	4	4	HSC6	human
P49757	NUMB	NUMB endocytic adaptor protein	8650	P49757	Cal33-HSC6	0.104281420443209	0.527192696993371	0.62205265523833	no	0.104281420443209	0.62205265523833	4	4	Cal33	human
P49759	CLK1	CDC like kinase 1	1195	P49759	Cal33-HSC6	0.855749751200549	0.0220640920344817	0.052702227335176	no	0.855749751200549	0.052702227335176	4	4	Cal33	human
P49760	CLK2	CDC like kinase 2	1196	P49760	Cal33-HSC6	-2.3310194601586	0.000439469261348302	0.00345959980802498	no	-2.3310194601586	0.00345959980802498	4	4	HSC6	human
P49761	CLK3	CDC like kinase 3	1198	P49761	Cal33-HSC6	0.00243678325420906	0.990525866530179	0.992137731185598	no	0.00243678325420906	0.992137731185598	4	4	Cal33	human
P49768	PSEN1	presenilin 1	5663	P49768	Cal33-HSC6	0.178648024695239	0.40990442048547	0.510616461199427	no	0.178648024695239	0.510616461199427	4	4	Cal33	human
P49790	NUP153	nucleoporin 153	9972	P49790	Cal33-HSC6	-0.420382030846146	0.0354953864703815	0.0760114700856372	no	-0.420382030846146	0.0760114700856372	4	4	HSC6	human
P49792	RANBP2	RAN binding protein 2	5903	P49792	Cal33-HSC6	0.25436289449063	0.0579221642999292	0.111434544490015	no	0.25436289449063	0.111434544490015	4	4	Cal33	human
P49796	RGS3	regulator of G protein signaling 3	5998	P49796	Cal33-HSC6	Inf	NA	0	yes	2.20387340843575	0.0492994	2	0	Cal33	human
P49810	PSEN2	presenilin 2	5664	P49810	Cal33-HSC6	Inf	NA	0	yes	2.5941011350749	0.0213841	2	0	Cal33	human
P49815	TSC2	TSC complex subunit 2	7249	P49815	Cal33-HSC6	0.390963763941366	0.263533579054194	0.358571630286647	no	0.390963763941366	0.358571630286647	4	4	Cal33	human
P49841	GSK3B	glycogen synthase kinase 3 beta	2932	P49841	Cal33-HSC6	0.282708962504964	0.131760078794027	0.209134641515545	no	0.282708962504964	0.209134641515545	4	4	Cal33	human
P49848	TAF6	TATA-box binding protein associated factor 6	6878	P49848	Cal33-HSC6	0.0230831149995917	0.942273266660678	0.960904067456105	no	0.0230831149995917	0.960904067456105	4	4	Cal33	human
P49902	NT5C2	5'-nucleotidase, cytosolic II	22978	P49902	Cal33-HSC6	Inf	NA	0	yes	4.12951089260408	0.0208779	4	0	Cal33	human
P49915	GMPS	guanine monophosphate synthase	8833	P49915	Cal33-HSC6	1.25622113255215	0.00470715319246251	0.0172327933794159	no	1.25622113255215	0.0172327933794159	4	4	Cal33	human
P49916	LIG3	DNA ligase 3	3980	P49916	Cal33-HSC6	0.165073193228424	0.165501224513226	0.249505633925242	no	0.165073193228424	0.249505633925242	4	4	Cal33	human
P49959	MRE11	MRE11 homolog, double strand break repair nuclease	4361	P49959	Cal33-HSC6	-0.335471541736639	0.6806622467784	0.755131914195967	no	-0.335471541736639	0.755131914195967	4	1	HSC6	human
P50151	GNG10	G protein subunit gamma 10	2790	P50151	Cal33-HSC6	-Inf	NA	0	yes	-2.32707784369952	0.0462407	0	2	HSC6	human
P50395	GDI2	GDP dissociation inhibitor 2	2665	P50395	Cal33-HSC6	Inf	NA	0	yes	7.80915109502522	0.0217065	4	0	Cal33	human
P50402	EMD	emerin	2010	P50402	Cal33-HSC6	-2.52282814708905	6.49899363565076e-05	0.00110068062425064	no	-2.52282814708905	0.00110068062425064	4	4	HSC6	human
P50443	SLC26A2	solute carrier family 26 member 2	1836	P50443	Cal33-HSC6	-1.10573998604098	0.119972262632551	0.194496784227108	no	-1.10573998604098	0.194496784227108	1	3	HSC6	human
P50479	PDLIM4	PDZ and LIM domain 4	8572	P50479	Cal33-HSC6	-1.43384725585701	0.003648861469987	0.01429025205466	no	-1.43384725585701	0.01429025205466	4	4	HSC6	human
P50548	ERF	ETS2 repressor factor	2077	P50548	Cal33-HSC6	2.30943450929165	0.000264096388332247	0.0024975382833478	no	2.30943450929165	0.0024975382833478	4	4	Cal33	human
P50552	VASP	vasodilator stimulated phosphoprotein	7408	P50552	Cal33-HSC6	-1.99449565783081	0.000704714890061631	0.00475880340611584	no	-1.99449565783081	0.00475880340611584	4	4	HSC6	human
P50570	DNM2	dynamin 2	1785	P50570	Cal33-HSC6	1.05696447199815	0.277709281130499	0.374831009376646	no	1.05696447199815	0.374831009376646	1	3	Cal33	human
P50579	METAP2	methionyl aminopeptidase 2	10988	P50579	Cal33-HSC6	0.169210426468511	0.510207482618068	0.606156949498481	no	0.169210426468511	0.606156949498481	4	4	Cal33	human
P50613	CDK7	cyclin dependent kinase 7	1022	P50613	Cal33-HSC6	0.164322675327272	0.396824828534295	0.498332133176156	no	0.164322675327272	0.498332133176156	4	4	Cal33	human
P50748	KNTC1	kinetochore associated 1	9735	P50748	Cal33-HSC6	-Inf	NA	0	yes	-2.9194156321423	0.0428739	0	2	HSC6	human
P50750	CDK9	cyclin dependent kinase 9	1025	P50750	Cal33-HSC6	-1.07729901565272	0.00944297215044276	0.0280732243949671	no	-1.07729901565272	0.0280732243949671	4	4	HSC6	human
P50851	LRBA	LPS responsive beige-like anchor protein	987	P50851	Cal33-HSC6	0.50148918717466	0.178348210952619	0.264244161783685	no	0.50148918717466	0.264244161783685	4	4	Cal33	human
P50914	RPL14	ribosomal protein L14	9045	P50914	Cal33-HSC6	-0.312898202207978	0.192103957690767	0.280063645278115	no	-0.312898202207978	0.280063645278115	4	4	HSC6	human
P50990	CCT8	chaperonin containing TCP1 subunit 8	10694	P50990	Cal33-HSC6	1.65370414566559	0.00263350818130581	0.0114921245068843	no	1.65370414566559	0.0114921245068843	3	2	Cal33	human
P50991	CCT4	chaperonin containing TCP1 subunit 4	10575	P50991	Cal33-HSC6	0.499855446004968	0.436891289783336	0.537462284780665	no	0.499855446004968	0.537462284780665	3	3	Cal33	human
P51003	PAPOLA	poly(A) polymerase alpha	10914	P51003	Cal33-HSC6	0.342683268090047	0.165740734557328	0.249630321111888	no	0.342683268090047	0.249630321111888	3	4	Cal33	human
P51114	FXR1	FMR1 autosomal homolog 1	8087	P51114	Cal33-HSC6	1.24203894054431	0.0017232094847377	0.00864047086520446	no	1.24203894054431	0.00864047086520446	4	4	Cal33	human
P51116	FXR2	FMR1 autosomal homolog 2	9513	P51116	Cal33-HSC6	-0.232256216728231	0.12081575731288	0.195245152778179	no	-0.232256216728231	0.195245152778179	4	4	HSC6	human
P51149	RAB7A	RAB7A, member RAS oncogene family	7879	P51149	Cal33-HSC6	1.96509763380831	0.00136416718465071	0.00746307270777983	no	1.96509763380831	0.00746307270777983	4	4	Cal33	human
P51397	DAP	death associated protein	1611	P51397	Cal33-HSC6	-1.36453122449311	0.00392619302033936	0.0151160805039426	no	-1.36453122449311	0.0151160805039426	3	4	HSC6	human
P51531	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595	P51531	Cal33-HSC6	0.890299227974272	0.0686921324181338	0.12635225281302	no	0.890299227974272	0.12635225281302	4	4	Cal33	human
P51532	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	6597	P51532	Cal33-HSC6	-0.776390716284698	0.0214508146391625	0.0517811931850595	no	-0.776390716284698	0.0517811931850595	4	4	HSC6	human
P51587	BRCA2	BRCA2 DNA repair associated	675	P51587	Cal33-HSC6	1.08371789304557	0.00566930344706451	0.019556947102333	no	1.08371789304557	0.019556947102333	4	4	Cal33	human
P51608	MECP2	methyl-CpG binding protein 2	4204	P51608	Cal33-HSC6	-0.695988450954693	0.00976234486563055	0.0287342385370067	no	-0.695988450954693	0.0287342385370067	4	4	HSC6	human
P51610	HCFC1	host cell factor C1	3054	P51610	Cal33-HSC6	-0.00520190747635027	0.976018168579181	0.983742275642961	no	-0.00520190747635027	0.983742275642961	4	4	HSC6	human
P51659	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	3295	P51659	Cal33-HSC6	0.77778388441731	0.0661954389226036	0.123471750163778	no	0.77778388441731	0.123471750163778	4	2	Cal33	human
P51784	USP11	ubiquitin specific peptidase 11	8237	P51784	Cal33-HSC6	-0.4960745354272	0.142280485294706	0.221681202457163	no	-0.4960745354272	0.221681202457163	4	2	HSC6	human
P51788	CLCN2	chloride voltage-gated channel 2	1181	P51788	Cal33-HSC6	Inf	NA	0	yes	4.96611937068585	0.0456478	3	0	Cal33	human
P51798	CLCN7	chloride voltage-gated channel 7	1186	P51798	Cal33-HSC6	-0.688762620330999	0.0869180521295967	0.151642234509937	no	-0.688762620330999	0.151642234509937	4	4	HSC6	human
P51805	PLXNA3	plexin A3	55558	P51805	Cal33-HSC6	1.56329264544091	0.000192526801421344	0.00204079560423068	no	1.56329264544091	0.00204079560423068	4	4	Cal33	human
P51812	RPS6KA3	ribosomal protein S6 kinase A3	6197	P51812	Cal33-HSC6	1.38642560650571	0.0612470229706439	0.116527073236019	no	1.38642560650571	0.116527073236019	4	4	Cal33	human
P51825	AFF1	AF4/FMR2 family member 1	4299	P51825	Cal33-HSC6	-0.799990223293811	0.000809959578953912	0.005222979672045	no	-0.799990223293811	0.005222979672045	4	4	HSC6	human
P51858	HDGF	heparin binding growth factor	3068	P51858	Cal33-HSC6	-0.396673983449523	0.106372682831642	0.177417821967495	no	-0.396673983449523	0.177417821967495	4	4	HSC6	human
