Protein	Gene	ProteinName	EntrezID	ProteinRef	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
P46821	MAP1B	microtubule associated protein 1B	4131	P46821	Cal33-HSC6	-0.968998181518995	0.100727913145845	-9.61995688440371	6	7.22092993123979e-05	0.00119747088026393	NA	0.625	0.548076923076923
P46934	NEDD4	NEDD4 E3 ubiquitin protein ligase	4734	P46934	Cal33-HSC6	0.492218800280115	0.413736827096149	1.18969056666964	4	0.299956489774925	0.398274171577715	NA	0.541666666666667	0.0416666666666667
P46937	YAP1	Yes1 associated transcriptional regulator	10413	P46937	Cal33-HSC6	-0.291701863620982	0.124778238020277	-2.33776232337548	6	0.0580212498409116	0.111557765394603	NA	0.535714285714286	0.335714285714286
P46939	UTRN	utrophin	7402	P46939	Cal33-HSC6	0.146082327018308	0.3549815356819	0.411520916820904	6	0.6949866021584	0.766748905499773	NA	0.1875	0.1875
P46940	IQGAP1	IQ motif containing GTPase activating protein 1	8826	P46940	Cal33-HSC6	-0.463916678246331	0.29409391033807	-1.5774440134209	5	0.175520915853304	0.261026901483849	NA	0.4375	0.3125
P47712	PLA2G4A	phospholipase A2 group IVA	5321	P47712	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P47736	RAP1GAP	RAP1 GTPase activating protein	5909	P47736	Cal33-HSC6	0.923583903217483	0.40240291647354	2.29517199157331	5	0.0701943625552854	0.128300143729064	NA	0.125	0
P47755	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2	830	P47755	Cal33-HSC6	-0.82029081176765	0.558467292127284	-1.46882516367797	4	0.215806347878646	0.308267120522928	NA	0.25	0
P47756	CAPZB	capping actin protein of muscle Z-line subunit beta	832	P47756	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P47897	QARS1	glutaminyl-tRNA synthetase 1	5859	P47897	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P47914	RPL29	ribosomal protein L29	6159	P47914	Cal33-HSC6	0.108378273013352	0.673884328848818	0.160826225471799	3	0.882450104819668	0.919411365754523	NA	0.5625	0.1875
P47974	ZFP36L2	ZFP36 ring finger protein like 2	678	P47974	Cal33-HSC6	1.10603429669691	0.186934499787852	5.91669433920506	6	0.00103782329383995	0.00613066673021593	NA	0.347222222222222	0.236111111111111
P48029	SLC6A8	solute carrier family 6 member 8	6535	P48029	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
P48431	SOX2	SRY-box transcription factor 2	6657	P48431	Cal33-HSC6	-0.182207860453639	0.191912009756969	-0.949434382373362	6	0.37905740650931	0.480461298696514	NA	0.5	0.3
P48552	NRIP1	nuclear receptor interacting protein 1	8204	P48552	Cal33-HSC6	0.160206286129339	0.341821746593441	0.468683715199334	2	0.685416309436451	0.758555971235891	NA	0.5	0
P48553	TRAPPC10	trafficking protein particle complex 10	7109	P48553	Cal33-HSC6	1.2714771934231	0.580850897506468	2.18899066676392	2	0.160046396195901	0.243007975912136	NA	0.75	0
P48634	PRRC2A	proline rich coiled-coil 2A	7916	P48634	Cal33-HSC6	-1.65437232626253	0.0638765162102761	-25.8995390546422	6	2.18473402036068e-07	9.33253130186123e-05	NA	0.463362068965517	0.308189655172414
P48637	GSS	glutathione synthetase	2937	P48637	Cal33-HSC6	0.45827522225858	0.363975464304294	1.25908273277302	6	0.254767270424098	0.349495471361624	NA	0	0
P48651	PTDSS1	phosphatidylserine synthase 1	9791	P48651	Cal33-HSC6	0.0369450914999083	0.250366693433935	0.147563923112869	6	0.887520826611257	0.922581231449638	NA	0.3125	0.205357142857143
P48729	CSNK1A1	casein kinase 1 alpha 1	1452	P48729	Cal33-HSC6	-3.36517781836866	0.21948357070446	-15.3322538337047	6	4.86324913762104e-06	0.00028359537854137	NA	0.46875	0.21875
P48730	CSNK1D	casein kinase 1 delta	1453	P48730	Cal33-HSC6	-1.06156662465032	0.111324666912852	-9.53577184723433	6	7.59039669062656e-05	0.00123937554169	NA	0.567307692307692	0.336538461538462
P48739	PITPNB	phosphatidylinositol transfer protein beta	23760	P48739	Cal33-HSC6	-1.48759608438937	0.324936994598004	-4.57810624558078	3	0.019562680409376	0.0483974937245169	NA	0.375	0
P48960	ADGRE5	adhesion G protein-coupled receptor E5	976	P48960	Cal33-HSC6	-0.28412387697984	0.467807662537026	-0.607351909199119	3	0.586504160958154	0.673432833931036	NA	0.5625	0.1875
P49006	MARCKSL1	MARCKS like 1	65108	P49006	Cal33-HSC6	1.02717968971285	0.185981653914696	5.52301621203987	6	0.00148275973959988	0.00789482777740138	NA	0.270833333333333	0.270833333333333
P49023	PXN	paxillin	5829	P49023	Cal33-HSC6	-0.385279987963853	0.241226940304341	-1.59716815824041	6	0.161342157408917	0.244509009609705	NA	0.505208333333333	0.338541666666667
P49116	NR2C2	nuclear receptor subfamily 2 group C member 2	7182	P49116	Cal33-HSC6	-0.237814585268101	0.165802670720737	-1.4343230071888	6	0.201476875095353	0.291459504908498	NA	0.392857142857143	0.392857142857143
P49207	RPL34	ribosomal protein L34	6164	P49207	Cal33-HSC6	0.0833568103038368	0.249996280954047	0.333432201414064	6	0.750151909482063	0.811030111983324	NA	0.166666666666667	0.166666666666667
P49321	NASP	nuclear autoantigenic sperm protein	4678	P49321	Cal33-HSC6	0.235045175738443	0.425523757802252	0.552366751394577	5	0.604479320930528	0.690585632523431	NA	0.458333333333333	0.333333333333333
P49327	FASN	fatty acid synthase	2194	P49327	Cal33-HSC6	1.59334267677673	0.29218115911997	5.45326975077988	6	0.00158252587227703	0.00817980905410724	NA	0.3125	0.3125
P49354	FNTA	farnesyltransferase, CAAX box, alpha	2339	P49354	Cal33-HSC6	-1.35578102268218	0.26591875827641	-5.09847831521875	4	0.00699001017409762	0.0227335979513042	NA	0.25	0
P49356	FNTB	farnesyltransferase, CAAX box, beta	2342	P49356	Cal33-HSC6	0.731977998659739	0.282764290860681	2.58865076785946	6	0.0412866778547869	0.085472550253343	NA	0.416666666666667	0.0833333333333333
P49450	CENPA	centromere protein A	1058	P49450	Cal33-HSC6	-1.65307739180767	0.18992731113922	-8.70373713970993	6	0.000127083883507018	0.00166329052554572	NA	0.583333333333333	0.416666666666667
P49454	CENPF	centromere protein F	1063	P49454	Cal33-HSC6	0.669972351950947	0.176434093799083	3.79729528190785	6	0.00899622220106067	0.0270171234028913	NA	0.301470588235294	0.183823529411765
P49585	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	5130	P49585	Cal33-HSC6	1.15146347306953	0.102419435038621	11.2426266815017	6	2.95934096818939e-05	0.000724810895593464	NA	0.513888888888889	0.291666666666667
P49589	CARS1	cysteinyl-tRNA synthetase 1	833	P49589	Cal33-HSC6	0.51833973923499	1.26700205416446	0.409107260348377	1	0.752779708888509	0.813042942028837	NA	0.8125	0
P49590	HARS2	histidyl-tRNA synthetase 2, mitochondrial	23438	P49590	Cal33-HSC6	-0.68012873095258	0.0811267524571381	-8.38353206991633	6	0.000156767209447572	0.00184065259376348	NA	0.375	0.0416666666666667
P49674	CSNK1E	casein kinase 1 epsilon	1454	P49674	Cal33-HSC6	-0.409368743988918	0.25837144981336	-1.58441942515179	6	0.164189850115894	0.247880741000002	NA	0.5	0.5
P49711	CTCF	CCCTC-binding factor	10664	P49711	Cal33-HSC6	-0.345840979467597	0.345221004699461	-1.00179587788604	6	0.355116930688212	0.456292295121577	NA	0.142857142857143	0.142857142857143
P49715	CEBPA	CCAAT enhancer binding protein alpha	1050	P49715	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P49716	CEBPD	CCAAT enhancer binding protein delta	1052	P49716	Cal33-HSC6	0.253475614369167	0.517139866070239	0.49014905057569	6	0.641434570603077	0.721925653163731	NA	0	0
P49736	MCM2	minichromosome maintenance complex component 2	4171	P49736	Cal33-HSC6	-0.719626992520934	0.0779911918058832	-9.22702905107612	6	9.14595183507672e-05	0.00137497688071282	NA	0.409574468085106	0.218085106382979
P49750	YLPM1	YLP motif containing 1	56252	P49750	Cal33-HSC6	-1.00519084473344	0.430550443931247	-2.33466451818119	6	0.0582676510236482	0.111828933610184	NA	0.375	0.375
P49756	RBM25	RNA binding motif protein 25	58517	P49756	Cal33-HSC6	-1.42607004162534	0.186543512433109	-7.64470456798492	6	0.000261568891575248	0.0024975382833478	NA	0.0625	0.0625
P49757	NUMB	NUMB endocytic adaptor protein	8650	P49757	Cal33-HSC6	0.104281420443209	0.155412007134091	0.670999766145699	6	0.527192696993371	0.62205265523833	NA	0.340909090909091	0.25
P49759	CLK1	CDC like kinase 1	1195	P49759	Cal33-HSC6	0.855749751200549	0.279139564575605	3.06566986482767	6	0.0220640920344817	0.052702227335176	NA	0.510416666666667	0.177083333333333
P49760	CLK2	CDC like kinase 2	1196	P49760	Cal33-HSC6	-2.3310194601586	0.33528627468103	-6.95232592618408	6	0.000439469261348302	0.00345959980802498	NA	0.321428571428571	0.321428571428571
P49761	CLK3	CDC like kinase 3	1198	P49761	Cal33-HSC6	0.00243678325420906	0.196874792285256	0.0123773248262193	6	0.990525866530179	0.992137731185598	NA	0.196428571428571	0.196428571428571
P49768	PSEN1	presenilin 1	5663	P49768	Cal33-HSC6	0.178648024695239	0.201718914488715	0.885628524960326	6	0.40990442048547	0.510616461199427	NA	0.34375	0.34375
P49790	NUP153	nucleoporin 153	9972	P49790	Cal33-HSC6	-0.420382030846146	0.155598763515769	-2.70170547212314	6	0.0354953864703815	0.0760114700856372	NA	0.334239130434783	0.247282608695652
P49792	RANBP2	RAN binding protein 2	5903	P49792	Cal33-HSC6	0.25436289449063	0.108748011280103	2.33901191843836	6	0.0579221642999292	0.111434544490015	NA	0.391752577319588	0.278350515463918
P49796	RGS3	regulator of G protein signaling 3	5998	P49796	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P49810	PSEN2	presenilin 2	5664	P49810	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P49815	TSC2	TSC complex subunit 2	7249	P49815	Cal33-HSC6	0.390963763941366	0.31696783999884	1.23344931127018	6	0.263533579054194	0.358571630286647	NA	0.428571428571429	0.285714285714286
P49841	GSK3B	glycogen synthase kinase 3 beta	2932	P49841	Cal33-HSC6	0.282708962504964	0.162093850660264	1.74410664780554	6	0.131760078794027	0.209134641515545	NA	0.520833333333333	0.354166666666667
P49848	TAF6	TATA-box binding protein associated factor 6	6878	P49848	Cal33-HSC6	0.0230831149995917	0.305746925411675	0.0754974558403532	6	0.942273266660678	0.960904067456105	NA	0.6875	0.3875
P49902	NT5C2	5'-nucleotidase, cytosolic II	22978	P49902	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P49915	GMPS	guanine monophosphate synthase	8833	P49915	Cal33-HSC6	1.25622113255215	0.287311849822763	4.37232621392779	6	0.00470715319246251	0.0172327933794159	NA	0.34375	0.21875
P49916	LIG3	DNA ligase 3	3980	P49916	Cal33-HSC6	0.165073193228424	0.104568095676262	1.57861910136992	6	0.165501224513226	0.249505633925242	NA	0.354166666666667	0.243055555555556
P49959	MRE11	MRE11 homolog, double strand break repair nuclease	4361	P49959	Cal33-HSC6	-0.335471541736639	0.738926324557818	-0.453998633676218	3	0.6806622467784	0.755131914195967	NA	0.6875	0
P50151	GNG10	G protein subunit gamma 10	2790	P50151	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.875	0
P50395	GDI2	GDP dissociation inhibitor 2	2665	P50395	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P50402	EMD	emerin	2010	P50402	Cal33-HSC6	-2.52282814708905	0.257435289307776	-9.79985360155071	6	6.49899363565076e-05	0.00110068062425064	NA	0.556818181818182	0.329545454545455
P50443	SLC26A2	solute carrier family 26 member 2	1836	P50443	Cal33-HSC6	-1.10573998604098	0.421953126803403	-2.62052800607915	2	0.119972262632551	0.194496784227108	NA	0.625	0.125
P50479	PDLIM4	PDZ and LIM domain 4	8572	P50479	Cal33-HSC6	-1.43384725585701	0.310948795452992	-4.61120054756338	6	0.003648861469987	0.01429025205466	NA	0	0
P50548	ERF	ETS2 repressor factor	2077	P50548	Cal33-HSC6	2.30943450929165	0.302623755689687	7.63137217707311	6	0.000264096388332247	0.0024975382833478	NA	0.541666666666667	0.375
P50552	VASP	vasodilator stimulated phosphoprotein	7408	P50552	Cal33-HSC6	-1.99449565783081	0.313248050134096	-6.36714468606271	6	0.000704714890061631	0.00475880340611584	NA	0.4375	0.1875
P50570	DNM2	dynamin 2	1785	P50570	Cal33-HSC6	1.05696447199815	0.715618871924599	1.47699356943387	2	0.277709281130499	0.374831009376646	NA	0.75	0
P50579	METAP2	methionyl aminopeptidase 2	10988	P50579	Cal33-HSC6	0.169210426468511	0.241767247971435	0.699889781962954	6	0.510207482618068	0.606156949498481	NA	0.34375	0.09375
P50613	CDK7	cyclin dependent kinase 7	1022	P50613	Cal33-HSC6	0.164322675327272	0.180135178764818	0.912218681847865	6	0.396824828534295	0.498332133176156	NA	0.4	0.2
P50748	KNTC1	kinetochore associated 1	9735	P50748	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.875	0
P50750	CDK9	cyclin dependent kinase 9	1025	P50750	Cal33-HSC6	-1.07729901565272	0.286821674986562	-3.75598885859373	6	0.00944297215044276	0.0280732243949671	NA	0.1875	0.1875
P50851	LRBA	LPS responsive beige-like anchor protein	987	P50851	Cal33-HSC6	0.50148918717466	0.329063642770216	1.52398843868889	6	0.178348210952619	0.264244161783685	NA	0.428571428571429	0.428571428571429
P50914	RPL14	ribosomal protein L14	9045	P50914	Cal33-HSC6	-0.312898202207978	0.212936233544237	-1.46944555654016	6	0.192103957690767	0.280063645278115	NA	0	0
P50990	CCT8	chaperonin containing TCP1 subunit 8	10694	P50990	Cal33-HSC6	1.65370414566559	0.177859790250163	9.29779655839931	3	0.00263350818130581	0.0114921245068843	NA	0.5625	0.1875
P50991	CCT4	chaperonin containing TCP1 subunit 4	10575	P50991	Cal33-HSC6	0.499855446004968	0.579318852336279	0.86283303916168	4	0.436891289783336	0.537462284780665	NA	0.3125	0.0625
P51003	PAPOLA	poly(A) polymerase alpha	10914	P51003	Cal33-HSC6	0.342683268090047	0.211278505629146	1.62195045383156	5	0.165740734557328	0.249630321111888	NA	0.125	0
P51114	FXR1	FMR1 autosomal homolog 1	8087	P51114	Cal33-HSC6	1.24203894054431	0.231594266376801	5.36299520698636	6	0.0017232094847377	0.00864047086520446	NA	0.390625	0.390625
P51116	FXR2	FMR1 autosomal homolog 2	9513	P51116	Cal33-HSC6	-0.232256216728231	0.128548368029847	-1.80676130150719	6	0.12081575731288	0.195245152778179	NA	0.270833333333333	0.270833333333333
P51149	RAB7A	RAB7A, member RAS oncogene family	7879	P51149	Cal33-HSC6	1.96509763380831	0.350082983479048	5.61323379468376	6	0.00136416718465071	0.00746307270777983	NA	0	0
P51397	DAP	death associated protein	1611	P51397	Cal33-HSC6	-1.36453122449311	0.270090671304062	-5.05212274790842	5	0.00392619302033936	0.0151160805039426	NA	0.5625	0
P51531	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595	P51531	Cal33-HSC6	0.890299227974272	0.401985493248692	2.21475461907647	6	0.0686921324181338	0.12635225281302	NA	0.291666666666667	0.291666666666667
P51532	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	6597	P51532	Cal33-HSC6	-0.776390716284698	0.251446338690331	-3.0876994285483	6	0.0214508146391625	0.0517811931850595	NA	0.386904761904762	0.244047619047619
P51587	BRCA2	BRCA2 DNA repair associated	675	P51587	Cal33-HSC6	1.08371789304557	0.257867077630089	4.20262215326365	6	0.00566930344706451	0.019556947102333	NA	0.208333333333333	0.208333333333333
P51608	MECP2	methyl-CpG binding protein 2	4204	P51608	Cal33-HSC6	-0.695988450954693	0.186703724975831	-3.72776949707237	6	0.00976234486563055	0.0287342385370067	NA	0.39375	0.39375
P51610	HCFC1	host cell factor C1	3054	P51610	Cal33-HSC6	-0.00520190747635027	0.16600570556808	-0.0313357149897293	6	0.976018168579181	0.983742275642961	NA	0.375	0.144230769230769
P51659	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	3295	P51659	Cal33-HSC6	0.77778388441731	0.310115792340191	2.50804345869654	4	0.0661954389226036	0.123471750163778	NA	0.25	0
P51784	USP11	ubiquitin specific peptidase 11	8237	P51784	Cal33-HSC6	-0.4960745354272	0.272029972049654	-1.82360249383347	4	0.142280485294706	0.221681202457163	NA	0.625	0
P51788	CLCN2	chloride voltage-gated channel 2	1181	P51788	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.6875	0.0625
P51798	CLCN7	chloride voltage-gated channel 7	1186	P51798	Cal33-HSC6	-0.688762620330999	0.33690862755194	-2.0443602923906	6	0.0869180521295967	0.151642234509937	NA	0.34375	0.09375
P51805	PLXNA3	plexin A3	55558	P51805	Cal33-HSC6	1.56329264544091	0.193476767768403	8.08000187036523	6	0.000192526801421344	0.00204079560423068	NA	0	0
P51812	RPS6KA3	ribosomal protein S6 kinase A3	6197	P51812	Cal33-HSC6	1.38642560650571	0.603252105024893	2.29825241380384	6	0.0612470229706439	0.116527073236019	NA	0.35	0.25
P51825	AFF1	AF4/FMR2 family member 1	4299	P51825	Cal33-HSC6	-0.799990223293811	0.128983701059031	-6.2022582444559	6	0.000809959578953912	0.005222979672045	NA	0.152777777777778	0.152777777777778
P51858	HDGF	heparin binding growth factor	3068	P51858	Cal33-HSC6	-0.396673983449523	0.208927169136406	-1.89862326230314	6	0.106372682831642	0.177417821967495	NA	0.075	0.075
P51946	CCNH	cyclin H	902	P51946	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5625	0.0625
P51948	MNAT1	MNAT1 component of CDK activating kinase	4331	P51948	Cal33-HSC6	-0.219899527249674	0.365654291067254	-0.601386425981335	6	0.569591197650273	0.65804730526795	NA	0.1875	0.1875
P51957	NEK4	NIMA related kinase 4	6787	P51957	Cal33-HSC6	0.190944498682212	0.112647240021115	1.69506593012328	5	0.150833173781075	0.230692743757943	NA	0.4375	0.3125
P51965	UBE2E1	ubiquitin conjugating enzyme E2 E1	7324	P51965	Cal33-HSC6	-1.66945655711604	0.357062004360626	-4.67553684437934	6	0.00341172376689025	0.0137158965957613	NA	0	0
P51991	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	220988	P51991	Cal33-HSC6	0.0689857784694252	0.199394728711615	0.345975938858441	6	0.741169506894345	0.804323009526787	NA	0.375	0.208333333333333
P52272	HNRNPM	heterogeneous nuclear ribonucleoprotein M	4670	P52272	Cal33-HSC6	0.335959728737183	0.19917733191787	1.68673676618841	6	0.14262670962924	0.221848286985589	NA	0.1875	0.1875
P52292	KPNA2	karyopherin subunit alpha 2	3838	P52292	Cal33-HSC6	-0.441710102758393	0.392863459413745	-1.124334911212	6	0.303830013169283	0.402410466693426	NA	0.625	0.261363636363636
P52565	ARHGDIA	Rho GDP dissociation inhibitor alpha	396	P52565	Cal33-HSC6	2.45587083962777	0.295481805706476	8.31141137017203	6	0.000164514302113838	0.00188422135946209	NA	0.25	0.25
P52594	AGFG1	ArfGAP with FG repeats 1	3267	P52594	Cal33-HSC6	-2.3320549513223	0.368428889941641	-6.32972878888976	6	0.000727149417468098	0.00483349424889024	NA	0.479166666666667	0.479166666666667
P52597	HNRNPF	heterogeneous nuclear ribonucleoprotein F	3185	P52597	Cal33-HSC6	-0.941693812487869	0.31476637788681	-2.99172300043591	5	0.0303870382283264	0.0678012121366443	NA	0.125	0
P52701	MSH6	mutS homolog 6	2956	P52701	Cal33-HSC6	0.157153520200352	0.114688927637974	1.37025886837499	6	0.219662512775829	0.312374024420831	NA	0.317307692307692	0.240384615384615
P52732	KIF11	kinesin family member 11	3832	P52732	Cal33-HSC6	-0.200810616018661	0.478520412206364	-0.419649007432645	6	0.689353121924242	0.761853641168618	NA	0.6	0.2
P52737	ZNF136	zinc finger protein 136	7695	P52737	Cal33-HSC6	0.917851113652537	0.216133359105566	4.24668879182242	6	0.00539980239003168	0.0187184337473435	NA	0.5	0
P52746	ZNF142	zinc finger protein 142	7701	P52746	Cal33-HSC6	1.18671011247202	0.27530552206524	4.31052055756005	6	0.00503455366689609	0.0178111320837746	NA	0.333333333333333	0.333333333333333
P52756	RBM5	RNA binding motif protein 5	10181	P52756	Cal33-HSC6	-1.74099590889359	0.294075991278163	-5.92022456959706	6	0.00103459129569794	0.00612293435966959	NA	0.25	0.25
P52799	EFNB2	ephrin B2	1948	P52799	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P52888	THOP1	thimet oligopeptidase 1	7064	P52888	Cal33-HSC6	2.00531213943887	0.0620662181785313	32.3092367843432	2	0.000956583961540858	0.00576849116201911	NA	0.5	0
P52907	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1	829	P52907	Cal33-HSC6	-2.78640854297393	0.136682717360606	-20.3859609816114	6	9.05675097584435e-07	0.000153739791840006	NA	0.1875	0.1875
P52926	HMGA2	high mobility group AT-hook 2	8091	P52926	Cal33-HSC6	-4.43488217449852	0.190376518462935	-23.2953213469022	6	4.10349994428572e-07	9.33253130186123e-05	NA	0.357142857142857	0.357142857142857
P52943	CRIP2	cysteine rich protein 2	1397	P52943	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
